Training Loss,Validation Loss
0.3155199885368347,0.5264
0.4159799814224243,0.587
0.4617999792098999,0.6561
0.4921799898147583,0.6689
0.5165199637413025,0.6647
0.5222600102424622,0.6644
0.5114399790763855,0.639
0.5186600089073181,0.6894
0.544439971446991,0.6458
0.5409600138664246,0.7451
0.5537799596786499,0.7244
0.5577799677848816,0.6055
0.5417599678039551,0.6594
0.5388599634170532,0.6751
0.5310999751091003,0.5954
0.5369200110435486,0.744
0.5614799857139587,0.69
0.5642399787902832,0.7393
0.5606200098991394,0.7769
0.5550599694252014,0.7785
0.5609599947929382,0.7088
0.5703999996185303,0.7442
0.5449999570846558,0.7556
0.5621399879455566,0.732
0.5606399774551392,0.7163
0.547819972038269,0.717
0.5711399912834167,0.6675
0.5698400139808655,0.6596
0.564799964427948,0.708
0.5550000071525574,0.7133
0.5637199878692627,0.7651
0.5845800042152405,0.7455
0.5535599589347839,0.7194
0.5406799912452698,0.7679
0.5613399744033813,0.7744
0.5732200145721436,0.73
0.5827000141143799,0.7173
0.5672999620437622,0.7702
0.5565599799156189,0.7512
0.5570600032806396,0.6886
0.5740000009536743,0.7192
0.5629000067710876,0.7003
0.5633800029754639,0.7338
0.5612199902534485,0.7093
0.5745599865913391,0.6844
0.5754599571228027,0.7126
0.5618399977684021,0.7502
0.579039990901947,0.7328
0.5588799715042114,0.7014
0.5643599629402161,0.743
0.5689199566841125,0.6887
0.5762999653816223,0.7077
0.5647599697113037,0.7521
0.5732200145721436,0.7219
0.56277996301651,0.7715
0.5720199942588806,0.7375
0.5404199957847595,0.7354
0.5460599660873413,0.711
0.5749199986457825,0.6969
0.5600199699401855,0.706
0.568340003490448,0.7594
0.5547800064086914,0.7716
0.566819965839386,0.788
0.5853399634361267,0.7727
0.5636199712753296,0.6991
0.5615999698638916,0.7841
0.5935199856758118,0.8336
0.611739993095398,0.8395
0.6134799718856812,0.8459
0.619439959526062,0.8406
0.6148799657821655,0.839
0.6202600002288818,0.8428
0.60725998878479,0.832
0.6045199632644653,0.8424
0.6127200126647949,0.8342
0.648419976234436,0.8461
0.6377599835395813,0.8456
0.626800000667572,0.8448
0.6157799959182739,0.854
0.6204800009727478,0.8493
0.6298800110816956,0.8474
0.6117599606513977,0.8303
0.6334800124168396,0.8453
0.6117199659347534,0.8446
0.6080799698829651,0.8549
0.631659984588623,0.8404
0.6275399923324585,0.8408
0.6214799880981445,0.8464
0.5986599922180176,0.8416
0.6139000058174133,0.8472
0.6283999681472778,0.8517
0.6256600022315979,0.8486
0.6132000088691711,0.8515
0.6184599995613098,0.8459
0.6187799572944641,0.8554
0.6279999613761902,0.8448
0.6143199801445007,0.841
0.6189999580383301,0.8501
0.6307599544525146,0.8447
0.6285200119018555,0.8472
0.6350600123405457,0.842
0.6157400012016296,0.8472
0.604699969291687,0.8324
0.6152799725532532,0.8361
0.6059199571609497,0.8298
0.6219199895858765,0.8328
0.6263399720191956,0.8338
0.6139999628067017,0.8439
0.6274600028991699,0.8452
0.6294199824333191,0.8238
0.6297599673271179,0.8519
0.6312199831008911,0.8501
0.6387400031089783,0.7948
0.6433199644088745,0.8364
0.6464999914169312,0.8352
0.6166399717330933,0.8295
0.6303600072860718,0.827
0.6281999945640564,0.8471
0.6122599840164185,0.8334
0.6202999949455261,0.8388
0.6114599704742432,0.8455
0.6250999569892883,0.8437
0.619659960269928,0.833
0.6326799988746643,0.8189
0.6213799715042114,0.8469
0.6153599619865417,0.835
0.6250999569892883,0.8279
0.6286799907684326,0.8424
0.6393199563026428,0.8313
0.6035599708557129,0.8292
0.6236799955368042,0.8488
0.609279990196228,0.8461
0.6299399733543396,0.869
0.6437399983406067,0.8701
0.6545999646186829,0.8726
0.6402400135993958,0.8706
0.6277399659156799,0.8707
0.6526600122451782,0.8738
0.6523599624633789,0.8717
0.6448999643325806,0.8717
0.6389399766921997,0.8711
0.6568599939346313,0.8727
0.6462999582290649,0.8728
0.6543999910354614,0.8734
0.6383000016212463,0.8723
0.6233199834823608,0.873
0.645359992980957,0.8739
0.6289600133895874,0.8714
0.6295599937438965,0.8736
0.6696199774742126,0.8727
0.6560400128364563,0.874
0.6612799763679504,0.8719
0.6412400007247925,0.8755
0.6440799832344055,0.873
0.6365000009536743,0.875
0.6503199934959412,0.8718
0.6462399959564209,0.8739
0.6472399830818176,0.8759
0.6295199990272522,0.8745
0.6428999900817871,0.8751
0.6581199765205383,0.8726
0.6487199664115906,0.8713
0.644819974899292,0.8749
