Training Loss,Validation Loss
0.28415998816490173,0.5844
0.361519992351532,0.6715
0.3766999840736389,0.6696
0.4184799790382385,0.7222
0.41967999935150146,0.7155
0.415039986371994,0.7295
0.4120199978351593,0.6787
0.45819997787475586,0.72
0.4377000033855438,0.7646
0.4434199929237366,0.7752
0.4544000029563904,0.7627
0.4374399781227112,0.753
0.4493599832057953,0.7676
0.4671199917793274,0.6963
0.4274599850177765,0.6809
0.4253399968147278,0.7762
0.43998000025749207,0.7718
0.4715999960899353,0.8031
0.4335399866104126,0.7425
0.4671199917793274,0.702
0.4397599995136261,0.7734
0.44929999113082886,0.774
0.4644799828529358,0.7838
0.43094000220298767,0.7728
0.4690599739551544,0.7608
0.4460600018501282,0.6676
0.44661998748779297,0.7833
0.4532199800014496,0.7531
0.4162600040435791,0.684
0.4603999853134155,0.852
0.4990599751472473,0.8573
0.45938000082969666,0.8566
0.5075600147247314,0.8609
0.46059998869895935,0.8549
0.4926999807357788,0.8553
0.4588199853897095,0.8597
0.47933998703956604,0.8627
0.5024399757385254,0.8599
0.4985399842262268,0.8566
0.5127999782562256,0.8523
0.4845599830150604,0.8466
0.4649199843406677,0.8586
0.46031999588012695,0.8602
0.47759997844696045,0.8568
0.5043599605560303,0.854
0.4720799922943115,0.847
0.4914200007915497,0.8608
0.5181599855422974,0.8588
0.46143999695777893,0.8514
0.49223998188972473,0.8593
0.4914799928665161,0.8514
0.4993399977684021,0.8564
0.49675998091697693,0.8604
0.4518999755382538,0.8628
0.5123800039291382,0.857
0.5006999969482422,0.8652
0.48058000206947327,0.8474
0.4573799967765808,0.8552
0.5424599647521973,0.8599
0.49337998032569885,0.8737
0.47735998034477234,0.8718
0.5245199799537659,0.8777
0.5135399699211121,0.8756
0.4899199903011322,0.8772
0.4894999861717224,0.8738
0.4834599792957306,0.8746
0.5039399862289429,0.8779
0.4954800009727478,0.8764
0.5170199871063232,0.8766
0.5164999961853027,0.8749
0.4764999747276306,0.8733
0.5066199898719788,0.8788
0.5055400133132935,0.8785
0.5230000019073486,0.8794
0.4694199860095978,0.8764
0.489439994096756,0.8733
0.47231999039649963,0.8767
0.5051999688148499,0.8777
0.5216400027275085,0.8747
0.4846799969673157,0.8809
0.49017998576164246,0.8793
0.49729999899864197,0.8827
0.4787999987602234,0.8796
0.5026400089263916,0.8782
0.5113399624824524,0.8792
0.5071799755096436,0.8789
0.5123800039291382,0.8799
0.5097399950027466,0.8812
0.4643400013446808,0.8773
0.5055400133132935,0.8782
