Training Loss,Validation Loss
0.47453999519348145,0.5277
0.6673199534416199,0.658
0.729420006275177,0.6914
0.762939989566803,0.7356
0.7825599908828735,0.7668
0.7942000031471252,0.7809
0.8050000071525574,0.7355
0.8081600069999695,0.7711
0.8132599592208862,0.7591
0.8167799711227417,0.7422
0.8214199542999268,0.7548
0.8224799633026123,0.6994
0.8254799842834473,0.7939
0.82805997133255,0.7383
0.8291999697685242,0.7786
0.832319974899292,0.7798
0.8341999650001526,0.7972
0.8346199989318848,0.7849
0.8355399966239929,0.7944
0.8372799754142761,0.7909
0.8368399739265442,0.8066
0.8379199504852295,0.769
0.83815997838974,0.7859
0.8382999897003174,0.7828
0.8392999768257141,0.8061
0.8406400084495544,0.7777
0.8416399955749512,0.792
0.8418399691581726,0.7991
0.8432999849319458,0.7896
0.8743199706077576,0.8708
0.884880006313324,0.8744
0.888759970664978,0.8762
0.8906399607658386,0.8759
0.8923599720001221,0.8771
0.8924599885940552,0.8789
0.8953999876976013,0.8811
0.8960999846458435,0.8804
0.8971999883651733,0.8766
0.8962799906730652,0.8779
0.8975799679756165,0.8772
0.8980000019073486,0.8793
0.8977599740028381,0.8817
0.8986799716949463,0.8855
0.9006800055503845,0.8771
0.9007799625396729,0.8806
0.8995599746704102,0.881
0.8992599844932556,0.8789
0.8999399542808533,0.8826
0.9008199572563171,0.8813
0.9013199806213379,0.879
0.9026399850845337,0.8859
0.9039599895477295,0.8825
0.9011600017547607,0.8841
0.9013399481773376,0.8825
0.902899980545044,0.8797
0.900119960308075,0.8789
0.9025399684906006,0.8781
0.9023599624633789,0.8758
0.9013399481773376,0.8715
0.9111799597740173,0.8959
0.9134999513626099,0.8948
0.9141199588775635,0.896
0.9147599935531616,0.894
0.914900004863739,0.8953
0.9173199534416199,0.8955
0.9157999753952026,0.8948
0.9170999526977539,0.8959
0.9172599911689758,0.8965
0.91621994972229,0.895
0.9170599579811096,0.8956
0.9171800017356873,0.897
0.9176799654960632,0.8958
0.9187600016593933,0.8954
0.9168599843978882,0.8967
0.9187999963760376,0.8967
0.9191399812698364,0.8963
0.9185799956321716,0.8965
0.9200800061225891,0.8973
0.9187799692153931,0.8993
0.9188399910926819,0.8976
0.9195399880409241,0.8979
0.9193599820137024,0.8977
0.9193999767303467,0.8979
0.9189800024032593,0.896
0.9193999767303467,0.897
0.9192799925804138,0.8957
0.9209399819374084,0.8971
0.9192000031471252,0.8994
0.9212999939918518,0.8986
0.9201399683952332,0.8966
