Training Loss,Validation Loss
0.4825199842453003,0.5955
0.6529200077056885,0.7002
0.7107399702072144,0.657
0.7367199659347534,0.7415
0.7546199560165405,0.7439
0.7679199576377869,0.7251
0.7730399966239929,0.7151
0.7798199653625488,0.7359
0.7825199961662292,0.718
0.8269400000572205,0.831
0.8400799632072449,0.8402
0.8434399962425232,0.8346
0.8473199605941772,0.8393
0.8511799573898315,0.84
0.8501200079917908,0.8363
0.8528599739074707,0.8435
0.8529599905014038,0.8389
0.8572999835014343,0.8366
0.8595199584960938,0.8394
0.8672999739646912,0.8564
0.8704800009727478,0.8565
0.8702200055122375,0.8552
0.8715599775314331,0.8558
0.8719399571418762,0.8559
0.8725599646568298,0.8583
0.8709999918937683,0.8569
0.87527996301651,0.856
0.8737799525260925,0.8589
0.8751199841499329,0.8585
0.8742599487304688,0.8589
