Training Loss,Validation Loss
0.4715399742126465,0.5692
0.6609999537467957,0.6409
0.7242000102996826,0.7007
0.7567799687385559,0.7098
0.7780199646949768,0.7656
0.7908799648284912,0.7536
0.8012999892234802,0.7544
0.8084799647331238,0.7883
0.8144199848175049,0.7867
0.8202399611473083,0.775
0.8225799798965454,0.7841
0.824999988079071,0.805
0.8263999819755554,0.7785
0.8296599984169006,0.8215
0.8309400081634521,0.778
0.8321999907493591,0.7406
0.8324599862098694,0.8314
0.8363399505615234,0.7933
0.8386399745941162,0.7969
0.8388199806213379,0.7664
0.8407799601554871,0.7632
0.8431199789047241,0.7967
0.8399800062179565,0.8168
0.8422200083732605,0.7885
0.8440600037574768,0.8436
0.8432999849319458,0.8064
0.8412399888038635,0.7571
0.8453999757766724,0.8201
0.8437399864196777,0.8067
0.8784199953079224,0.8758
0.8872799873352051,0.8781
0.8924999833106995,0.8778
0.8938799500465393,0.8786
0.894279956817627,0.8827
0.8953199982643127,0.8842
0.8970800042152405,0.8836
0.8982599973678589,0.8801
0.8993799686431885,0.8816
0.8984599709510803,0.8849
0.9019999504089355,0.8869
0.9001399874687195,0.8846
0.9031599760055542,0.8864
0.9013399481773376,0.8833
0.9029799699783325,0.8855
0.902239978313446,0.8871
0.9028599858283997,0.877
0.9020199775695801,0.8755
0.9031199812889099,0.8821
0.9039599895477295,0.8857
0.9038599729537964,0.8866
0.9047199487686157,0.8832
0.9048399925231934,0.8741
0.9040600061416626,0.8749
0.9036200046539307,0.8793
0.9048799872398376,0.8801
0.9046399593353271,0.8786
0.9050399661064148,0.8848
0.9049399495124817,0.8831
0.9049199819564819,0.8815
0.9145599603652954,0.8961
0.9165999889373779,0.896
0.9172599911689758,0.8968
0.917639970779419,0.8962
0.9186599850654602,0.897
0.9209199547767639,0.8978
0.9190399646759033,0.8968
0.9183399677276611,0.8976
0.9199399948120117,0.8971
0.9193799495697021,0.8971
0.9204999804496765,0.8965
0.9200800061225891,0.898
0.9187600016593933,0.8991
0.920479953289032,0.8981
0.9202199578285217,0.8977
0.9208999872207642,0.8972
0.9205199480056763,0.8989
0.9211599826812744,0.8983
0.9219399690628052,0.8987
0.9218399524688721,0.8979
0.9199199676513672,0.8985
0.9213399887084961,0.898
0.920799970626831,0.8986
0.9199199676513672,0.8981
0.9211999773979187,0.8988
0.9221999645233154,0.8989
0.921459972858429,0.9003
0.92221999168396,0.8988
0.922279953956604,0.8999
0.9217999577522278,0.8985
0.9228999614715576,0.8977
