Training Loss,Validation Loss
0.456959992647171,0.5926
0.6558600068092346,0.6686
0.7181800007820129,0.6411
0.7542399764060974,0.7698
0.7755399942398071,0.7577
0.7916799783706665,0.7685
0.7993399500846863,0.787
0.8069799542427063,0.7761
0.8120200037956238,0.8045
0.8180399537086487,0.7935
0.8195599913597107,0.7752
0.8231599926948547,0.7829
0.8229199647903442,0.7486
0.8291599750518799,0.7544
0.8322399854660034,0.7842
0.8332799673080444,0.7445
0.8316599726676941,0.8083
0.8364999890327454,0.814
0.836679995059967,0.7594
0.835319995880127,0.8241
0.8365599513053894,0.7808
