Training Loss,Validation Loss
0.44739997386932373,0.4348
0.6279000043869019,0.6701
0.6964199542999268,0.6978
0.7295799851417542,0.6869
0.749459981918335,0.7126
0.762779951095581,0.7424
0.7731399536132812,0.7311
0.7775599956512451,0.7144
0.78329998254776,0.7742
0.7888199687004089,0.735
0.7930600047111511,0.7377
0.7947199940681458,0.7537
0.7977199554443359,0.757
0.8018400073051453,0.7789
0.8042399883270264,0.7212
0.8033999800682068,0.7482
0.8037999868392944,0.7464
0.8057799935340881,0.7658
0.8078999519348145,0.7618
0.8094399571418762,0.7064
0.8098999857902527,0.7731
0.8082399964332581,0.7481
0.8089399933815002,0.7903
0.8112599849700928,0.7767
0.8122599720954895,0.7955
0.8119399547576904,0.745
0.8149999976158142,0.7609
0.816819965839386,0.7463
0.815019965171814,0.7953
0.858959972858429,0.8573
0.8706199526786804,0.8639
0.8758399486541748,0.8654
0.877519965171814,0.8646
0.8792199492454529,0.8668
0.8835999965667725,0.8722
0.8834799528121948,0.8691
0.8877399563789368,0.8733
0.8870599865913391,0.8687
0.8872599601745605,0.8684
0.8878200054168701,0.8696
0.8884999752044678,0.8691
0.8890999555587769,0.8726
0.889519989490509,0.8667
0.8910199999809265,0.8744
0.8893399834632874,0.8621
0.8921799659729004,0.8686
0.8930000066757202,0.8715
0.8916399478912354,0.8701
0.8911399841308594,0.8688
0.8923199772834778,0.8732
0.8921399712562561,0.8647
0.8915199637413025,0.8608
0.8928399682044983,0.8516
0.894279956817627,0.8656
0.8910599946975708,0.8637
0.8922799825668335,0.8646
0.8932199478149414,0.8637
0.8937599658966064,0.8656
0.8921799659729004,0.8514
0.9089999794960022,0.8848
0.913919985294342,0.8859
0.9132599830627441,0.8866
0.916920006275177,0.8881
0.9161999821662903,0.8865
0.9170399904251099,0.8881
0.9172199964523315,0.8894
0.9196799993515015,0.8888
0.9176200032234192,0.8873
0.9167599678039551,0.8905
0.9201200008392334,0.8888
0.9185999631881714,0.8898
0.9186599850654602,0.89
0.9198399782180786,0.8896
0.9196799993515015,0.89
0.9193199872970581,0.8889
0.9196199774742126,0.8901
0.9208599925041199,0.8915
0.920699954032898,0.8897
0.919979989528656,0.8914
0.9236799478530884,0.8894
0.9210399985313416,0.8901
0.9205399751663208,0.8902
0.9212799668312073,0.8902
0.9212999939918518,0.8909
0.9197399616241455,0.8876
0.9221799969673157,0.8887
0.9228999614715576,0.8891
0.9217999577522278,0.8899
0.9230799674987793,0.8906
0.9230999946594238,0.8877
