Training Loss,Validation Loss
0.3637399971485138,0.5422
0.5144400000572205,0.5892
0.5697999596595764,0.6372
0.5948799848556519,0.714
0.620419979095459,0.6975
0.6396600008010864,0.7388
0.6527400016784668,0.7421
0.6445800065994263,0.7649
0.6653599739074707,0.7829
0.6697399616241455,0.7601
0.6669399738311768,0.738
0.6580599546432495,0.7674
0.6815800070762634,0.756
0.6689800024032593,0.7405
0.6620999574661255,0.793
0.6723799705505371,0.7348
0.6609999537467957,0.7949
0.6682800054550171,0.7939
0.6683399677276611,0.7652
0.6926199793815613,0.7634
0.6867600083351135,0.7888
0.6874200105667114,0.7842
0.6835599541664124,0.7807
0.686519980430603,0.8
0.6737399697303772,0.7919
0.6762399673461914,0.8065
0.6975799798965454,0.8044
0.6818999648094177,0.7762
0.6904399991035461,0.7659
0.7298199534416199,0.8561
0.7223199605941772,0.8598
0.727400004863739,0.8664
0.7459799647331238,0.8611
0.7418400049209595,0.8693
0.7293199896812439,0.8668
0.72843998670578,0.8687
0.7730399966239929,0.8717
0.7240200042724609,0.8704
0.752020001411438,0.8687
0.7569800019264221,0.8729
0.759880006313324,0.869
0.7584999799728394,0.8698
0.7368199825286865,0.8694
0.7554000020027161,0.8736
0.7469799518585205,0.8724
0.752839982509613,0.8691
0.7427999973297119,0.8679
0.7577799558639526,0.8692
0.7587800025939941,0.8663
0.7505599856376648,0.8652
0.7597999572753906,0.8637
0.7453599572181702,0.8734
0.7502599954605103,0.8701
0.7467399835586548,0.871
0.7644400000572205,0.8713
0.7493000030517578,0.8743
0.7378799915313721,0.8739
0.7601999640464783,0.8668
0.7687399983406067,0.865
0.762179970741272,0.8843
0.7598599791526794,0.8846
0.7497599720954895,0.8851
0.7766599655151367,0.886
0.7614399790763855,0.8851
0.7726999521255493,0.8835
0.7540199756622314,0.8851
0.7689799666404724,0.8843
0.7815399765968323,0.887
0.7777400016784668,0.8849
0.776639997959137,0.8839
0.7554599642753601,0.8838
0.7824400067329407,0.8858
0.7721999883651733,0.8848
0.7849000096321106,0.8863
0.7744399905204773,0.8845
0.7721399664878845,0.8854
0.7747399806976318,0.8854
0.7763400077819824,0.8849
0.778439998626709,0.8868
0.7708799839019775,0.886
0.7800599932670593,0.8864
0.7755199670791626,0.8878
0.7498599886894226,0.8853
0.7565199732780457,0.8847
0.76419997215271,0.8869
0.7810999751091003,0.8869
0.7812199592590332,0.8877
0.7729600071907043,0.8857
0.7552799582481384,0.8868
0.778719961643219,0.8871
