Training Loss,Validation Loss
0.47407999634742737,0.6008
0.6554799675941467,0.6707
0.7111600041389465,0.692
0.7335599660873413,0.7278
0.7498399615287781,0.7452
0.7622199654579163,0.7026
0.770859956741333,0.7432
0.7763199806213379,0.7249
0.7840200066566467,0.6951
0.7868799567222595,0.7327
0.7915799617767334,0.7417
0.7924799919128418,0.7802
0.7957199811935425,0.7185
0.801539957523346,0.7354
0.8017199635505676,0.736
