Training Loss,Validation Loss
0.4836199879646301,0.5515
0.6513199806213379,0.6131
0.7065399885177612,0.7136
0.7364599704742432,0.7499
0.7541599869728088,0.7397
0.7651599645614624,0.7532
0.7752799987792969,0.7197
0.7805999517440796,0.7121
0.7864399552345276,0.7246
0.7881399989128113,0.7467
0.7937999963760376,0.758
0.7939599752426147,0.7466
0.7990399599075317,0.7147
0.8022599816322327,0.7668
0.8028799891471863,0.7443
0.8040399551391602,0.7769
0.8058599829673767,0.7683
0.8072800040245056,0.7757
0.8078799843788147,0.7576
0.8112199902534485,0.7405
0.8109999895095825,0.7128
0.8133400082588196,0.7212
0.8130799531936646,0.751
0.8104199767112732,0.7685
0.8149799704551697,0.7543
0.8125399947166443,0.7483
0.8140400052070618,0.7374
0.8154599666595459,0.7041
0.8161399960517883,0.7872
0.8592199683189392,0.8503
0.8700000047683716,0.8595
0.8741999864578247,0.8636
0.8774399757385254,0.8608
0.878279983997345,0.8638
0.8797000050544739,0.8644
0.8810399770736694,0.8669
0.8836199641227722,0.8644
0.8846399784088135,0.8606
0.8844599723815918,0.8616
0.8854999542236328,0.8597
0.8867599964141846,0.8608
0.8894599676132202,0.8672
0.8878399729728699,0.8646
0.886959969997406,0.8657
0.888260006904602,0.8622
0.8869799971580505,0.8633
0.8875799775123596,0.8676
0.8898599743843079,0.8635
0.8906399607658386,0.8608
0.887999951839447,0.8609
0.8886799812316895,0.8605
0.8873999714851379,0.8626
0.8886599540710449,0.8581
0.8894799947738647,0.8611
0.8886199593544006,0.8502
0.8878200054168701,0.8636
0.888439953327179,0.8625
0.889959990978241,0.8629
0.888759970664978,0.8614
0.9030799865722656,0.8819
0.9077999591827393,0.8822
0.9082199931144714,0.8818
0.9107599854469299,0.8814
0.9106000065803528,0.8836
0.9110399484634399,0.8827
0.9107799530029297,0.8841
0.9115999937057495,0.8837
0.9112799763679504,0.8839
0.9119199514389038,0.8836
0.9125399589538574,0.8844
0.9125999808311462,0.8842
0.9129799604415894,0.883
0.9122599959373474,0.8833
0.9147599935531616,0.8828
0.9140999913215637,0.8844
0.9131199717521667,0.8849
0.9138799905776978,0.8835
0.9147999882698059,0.8851
0.9149999618530273,0.885
0.9138599634170532,0.8851
0.9138599634170532,0.884
0.9141599535942078,0.8845
0.9152599573135376,0.8837
